Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
23-07-20,18-30,33,1560,11/27/2020 02:15:01 PM
24-07-20,18-30,28,1588,11/27/2020 02:15:01 PM
25-07-20,18-30,25,1613,11/27/2020 02:15:01 PM
26-07-20,18-30,17,1630,11/27/2020 02:15:01 PM
27-07-20,18-30,33,1663,11/27/2020 02:15:01 PM
28-07-20,18-30,20,1683,11/27/2020 02:15:01 PM
29-07-20,18-30,36,1719,11/27/2020 02:15:01 PM
30-07-20,18-30,22,1741,11/27/2020 02:15:01 PM
31-07-20,18-30,31,1772,11/27/2020 02:15:01 PM
01-08-20,18-30,17,1789,11/27/2020 02:15:01 PM
02-08-20,18-30,13,1802,11/27/2020 02:15:01 PM
03-08-20,18-30,32,1834,11/27/2020 02:15:01 PM
04-08-20,18-30,18,1852,11/27/2020 02:15:01 PM
05-08-20,18-30,37,1889,11/27/2020 02:15:01 PM
06-08-20,18-30,31,1920,11/27/2020 02:15:01 PM
07-08-20,18-30,26,1946,11/27/2020 02:15:01 PM
08-08-20,18-30,13,1959,11/27/2020 02:15:01 PM
09-08-20,18-30,15,1974,11/27/2020 02:15:01 PM
10-08-20,18-30,22,1996,11/27/2020 02:15:01 PM
11-08-20,18-30,31,2027,11/27/2020 02:15:01 PM
12-08-20,18-30,39,2066,11/27/2020 02:15:01 PM
13-08-20,18-30,21,2087,11/27/2020 02:15:01 PM
14-08-20,18-30,21,2108,11/27/2020 02:15:01 PM
15-08-20,18-30,14,2122,11/27/2020 02:15:01 PM
16-08-20,18-30,9,2131,11/27/2020 02:15:01 PM
17-08-20,18-30,24,2155,11/27/2020 02:15:01 PM
18-08-20,18-30,17,2172,11/27/2020 02:15:01 PM
19-08-20,18-30,19,2191,11/27/2020 02:15:01 PM
20-08-20,18-30,25,2216,11/27/2020 02:15:01 PM
21-08-20,18-30,17,2233,11/27/2020 02:15:01 PM
22-08-20,18-30,10,2243,11/27/2020 02:15:01 PM
23-08-20,18-30,7,2250,11/27/2020 02:15:01 PM
24-08-20,18-30,23,2273,11/27/2020 02:15:01 PM
25-08-20,18-30,18,2291,11/27/2020 02:15:01 PM
26-08-20,18-30,25,2316,11/27/2020 02:15:01 PM
27-08-20,18-30,24,2340,11/27/2020 02:15:01 PM
28-08-20,18-30,15,2355,11/27/2020 02:15:01 PM
29-08-20,18-30,13,2368,11/27/2020 02:15:01 PM
30-08-20,18-30,14,2382,11/27/2020 02:15:01 PM
31-08-20,18-30,27,2409,11/27/2020 02:15:01 PM
01-09-20,18-30,25,2434,11/27/2020 02:15:01 PM
02-09-20,18-30,23,2457,11/27/2020 02:15:01 PM
03-09-20,18-30,23,2480,11/27/2020 02:15:01 PM
04-09-20,18-30,19,2499,11/27/2020 02:15:01 PM
05-09-20,18-30,6,2505,11/27/2020 02:15:01 PM
06-09-20,18-30,7,2512,11/27/2020 02:15:01 PM
07-09-20,18-30,8,2520,11/27/2020 02:15:01 PM
08-09-20,18-30,19,2539,11/27/2020 02:15:01 PM
09-09-20,18-30,15,2554,11/27/2020 02:15:01 PM
10-09-20,18-30,17,2571,11/27/2020 02:15:01 PM
11-09-20,18-30,15,2586,11/27/2020 02:15:01 PM
12-09-20,18-30,11,2597,11/27/2020 02:15:01 PM
13-09-20,18-30,7,2604,11/27/2020 02:15:01 PM
14-09-20,18-30,23,2627,11/27/2020 02:15:01 PM
15-09-20,18-30,17,2644,11/27/2020 02:15:01 PM
16-09-20,18-30,10,2654,11/27/2020 02:15:01 PM
17-09-20,18-30,13,2667,11/27/2020 02:15:01 PM
18-09-20,18-30,21,2688,11/27/2020 02:15:01 PM
19-09-20,18-30,8,2696,11/27/2020 02:15:01 PM
20-09-20,18-30,3,2699,11/27/2020 02:15:01 PM
21-09-20,18-30,13,2712,11/27/2020 02:15:01 PM
22-09-20,18-30,12,2724,11/27/2020 02:15:01 PM
23-09-20,18-30,13,2737,11/27/2020 02:15:01 PM
24-09-20,18-30,24,2761,11/27/2020 02:15:01 PM
25-09-20,18-30,13,2774,11/27/2020 02:15:01 PM
26-09-20,18-30,2,2776,11/27/2020 02:15:01 PM
27-09-20,18-30,5,2781,11/27/2020 02:15:01 PM
28-09-20,18-30,12,2793,11/27/2020 02:15:01 PM
29-09-20,18-30,12,2805,11/27/2020 02:15:01 PM
30-09-20,18-30,20,2825,11/27/2020 02:15:01 PM
01-10-20,18-30,13,2838,11/27/2020 02:15:01 PM
02-10-20,18-30,2,2840,11/27/2020 02:15:01 PM
03-10-20,18-30,7,2847,11/27/2020 02:15:01 PM
04-10-20,18-30,5,2852,11/27/2020 02:15:01 PM
05-10-20,18-30,6,2858,11/27/2020 02:15:01 PM
06-10-20,18-30,13,2871,11/27/2020 02:15:01 PM
07-10-20,18-30,10,2881,11/27/2020 02:15:01 PM
08-10-20,18-30,15,2896,11/27/2020 02:15:01 PM
09-10-20,18-30,16,2912,11/27/2020 02:15:01 PM
10-10-20,18-30,10,2922,11/27/2020 02:15:01 PM
11-10-20,18-30,4,2926,11/27/2020 02:15:01 PM
12-10-20,18-30,9,2935,11/27/2020 02:15:01 PM
13-10-20,18-30,4,2939,11/27/2020 02:15:01 PM
14-10-20,18-30,12,2951,11/27/2020 02:15:01 PM
15-10-20,18-30,9,2960,11/27/2020 02:15:01 PM
16-10-20,18-30,13,2973,11/27/2020 02:15:01 PM
17-10-20,18-30,9,2982,11/27/2020 02:15:01 PM
18-10-20,18-30,2,2984,11/27/2020 02:15:01 PM
19-10-20,18-30,9,2993,11/27/2020 02:15:01 PM
20-10-20,18-30,15,3008,11/27/2020 02:15:01 PM
21-10-20,18-30,12,3020,11/27/2020 02:15:01 PM
22-10-20,18-30,15,3035,11/27/2020 02:15:01 PM
23-10-20,18-30,17,3052,11/27/2020 02:15:01 PM
24-10-20,18-30,8,3060,11/27/2020 02:15:01 PM
25-10-20,18-30,14,3074,11/27/2020 02:15:01 PM
26-10-20,18-30,20,3094,11/27/2020 02:15:01 PM
27-10-20,18-30,21,3115,11/27/2020 02:15:01 PM
28-10-20,18-30,20,3135,11/27/2020 02:15:01 PM
29-10-20,18-30,18,3153,11/27/2020 02:15:01 PM
30-10-20,18-30,13,3166,11/27/2020 02:15:01 PM
31-10-20,18-30,10,3176,11/27/2020 02:15:01 PM
01-11-20,18-30,13,3189,11/27/2020 02:15:01 PM
02-11-20,18-30,33,3222,11/27/2020 02:15:01 PM
03-11-20,18-30,26,3248,11/27/2020 02:15:01 PM
04-11-20,18-30,53,3301,11/27/2020 02:15:01 PM
05-11-20,18-30,33,3334,11/27/2020 02:15:01 PM
06-11-20,18-30,39,3373,11/27/2020 02:15:01 PM
07-11-20,18-30,30,3403,11/27/2020 02:15:01 PM
08-11-20,18-30,11,3414,11/27/2020 02:15:01 PM
09-11-20,18-30,42,3456,11/27/2020 02:15:01 PM
10-11-20,18-30,42,3498,11/27/2020 02:15:01 PM
11-11-20,18-30,40,3538,11/27/2020 02:15:01 PM
12-11-20,18-30,49,3587,11/27/2020 02:15:01 PM
13-11-20,18-30,35,3622,11/27/2020 02:15:01 PM
14-11-20,18-30,27,3649,11/27/2020 02:15:01 PM
15-11-20,18-30,8,3657,11/27/2020 02:15:01 PM
16-11-20,18-30,46,3703,11/27/2020 02:15:01 PM
17-11-20,18-30,45,3748,11/27/2020 02:15:01 PM
18-11-20,18-30,61,3809,11/27/2020 02:15:01 PM
19-11-20,18-30,60,3869,11/27/2020 02:15:01 PM
20-11-20,18-30,50,3919,11/27/2020 02:15:01 PM
21-11-20,18-30,25,3944,11/27/2020 02:15:01 PM
22-11-20,18-30,18,3962,11/27/2020 02:15:01 PM
23-11-20,18-30,38,4000,11/27/2020 02:15:01 PM
24-11-20,18-30,38,4038,11/27/2020 02:15:01 PM
25-11-20,18-30,26,4064,11/27/2020 02:15:01 PM
26-11-20,18-30,0,4064,11/27/2020 02:15:01 PM
18-03-20,81+,1,5,11/27/2020 02:15:01 PM
19-03-20,81+,1,6,11/27/2020 02:15:01 PM
20-03-20,81+,0,6,11/27/2020 02:15:01 PM
21-03-20,81+,1,7,11/27/2020 02:15:01 PM
22-03-20,81+,2,9,11/27/2020 02:15:01 PM
23-03-20,81+,1,10,11/27/2020 02:15:01 PM
24-03-20,81+,1,11,11/27/2020 02:15:01 PM
25-03-20,81+,1,12,11/27/2020 02:15:01 PM
26-03-20,81+,4,16,11/27/2020 02:15:01 PM
27-03-20,81+,1,17,11/27/2020 02:15:01 PM
28-03-20,81+,1,18,11/27/2020 02:15:01 PM
29-03-20,81+,2,20,11/27/2020 02:15:01 PM
30-03-20,81+,1,21,11/27/2020 02:15:01 PM
31-03-20,81+,2,23,11/27/2020 02:15:01 PM
01-04-20,81+,2,25,11/27/2020 02:15:01 PM
02-04-20,81+,2,27,11/27/2020 02:15:01 PM
03-04-20,81+,0,27,11/27/2020 02:15:01 PM
04-04-20,81+,1,28,11/27/2020 02:15:01 PM
05-04-20,81+,2,30,11/27/2020 02:15:01 PM
06-04-20,81+,3,33,11/27/2020 02:15:01 PM
07-04-20,81+,3,36,11/27/2020 02:15:01 PM
08-04-20,81+,1,37,11/27/2020 02:15:01 PM
09-04-20,81+,1,38,11/27/2020 02:15:01 PM
10-04-20,81+,0,38,11/27/2020 02:15:01 PM
11-04-20,81+,2,40,11/27/2020 02:15:01 PM
12-04-20,81+,2,42,11/27/2020 02:15:01 PM
13-04-20,81+,2,44,11/27/2020 02:15:01 PM
14-04-20,81+,5,49,11/27/2020 02:15:01 PM
15-04-20,81+,14,63,11/27/2020 02:15:01 PM
16-04-20,81+,2,65,11/27/2020 02:15:01 PM
17-04-20,81+,3,68,11/27/2020 02:15:01 PM
18-04-20,81+,1,69,11/27/2020 02:15:01 PM
19-04-20,81+,3,72,11/27/2020 02:15:01 PM
20-04-20,81+,2,74,11/27/2020 02:15:01 PM
21-04-20,81+,3,77,11/27/2020 02:15:01 PM
22-04-20,81+,1,78,11/27/2020 02:15:01 PM
23-04-20,81+,5,83,11/27/2020 02:15:01 PM
24-04-20,81+,2,85,11/27/2020 02:15:01 PM
25-04-20,81+,8,93,11/27/2020 02:15:01 PM
26-04-20,81+,1,94,11/27/2020 02:15:01 PM
27-04-20,81+,2,96,11/27/2020 02:15:01 PM
28-04-20,81+,1,97,11/27/2020 02:15:01 PM
29-04-20,81+,1,98,11/27/2020 02:15:01 PM
30-04-20,81+,0,98,11/27/2020 02:15:01 PM
01-05-20,81+,2,100,11/27/2020 02:15:01 PM
02-05-20,81+,1,101,11/27/2020 02:15:01 PM
03-05-20,81+,0,101,11/27/2020 02:15:01 PM
04-05-20,81+,1,102,11/27/2020 02:15:01 PM
05-05-20,81+,0,102,11/27/2020 02:15:01 PM
06-05-20,81+,1,103,11/27/2020 02:15:01 PM
07-05-20,81+,0,103,11/27/2020 02:15:01 PM
08-05-20,81+,0,103,11/27/2020 02:15:01 PM
09-05-20,81+,1,104,11/27/2020 02:15:01 PM
10-05-20,81+,0,104,11/27/2020 02:15:01 PM
11-05-20,81+,0,104,11/27/2020 02:15:01 PM
12-05-20,81+,8,112,11/27/2020 02:15:01 PM
13-05-20,81+,0,112,11/27/2020 02:15:01 PM
14-05-20,81+,0,112,11/27/2020 02:15:01 PM
15-05-20,81+,0,112,11/27/2020 02:15:01 PM
16-05-20,81+,1,113,11/27/2020 02:15:01 PM
17-05-20,81+,0,113,11/27/2020 02:15:01 PM
18-05-20,81+,1,114,11/27/2020 02:15:01 PM
19-05-20,81+,0,114,11/27/2020 02:15:01 PM
20-05-20,81+,1,115,11/27/2020 02:15:01 PM
21-05-20,81+,1,116,11/27/2020 02:15:01 PM
22-05-20,81+,1,117,11/27/2020 02:15:01 PM
23-05-20,81+,0,117,11/27/2020 02:15:01 PM
24-05-20,81+,0,117,11/27/2020 02:15:01 PM
25-05-20,81+,0,117,11/27/2020 02:15:01 PM
26-05-20,81+,0,117,11/27/2020 02:15:01 PM
27-05-20,81+,1,118,11/27/2020 02:15:01 PM
28-05-20,81+,2,120,11/27/2020 02:15:01 PM
29-05-20,81+,0,120,11/27/2020 02:15:01 PM
30-05-20,81+,0,120,11/27/2020 02:15:01 PM
31-05-20,81+,0,120,11/27/2020 02:15:01 PM
01-06-20,81+,1,121,11/27/2020 02:15:01 PM
02-06-20,81+,1,122,11/27/2020 02:15:01 PM
03-06-20,81+,0,122,11/27/2020 02:15:01 PM
04-06-20,81+,1,123,11/27/2020 02:15:01 PM
05-06-20,81+,4,127,11/27/2020 02:15:01 PM
06-06-20,81+,0,127,11/27/2020 02:15:01 PM
07-06-20,81+,0,127,11/27/2020 02:15:01 PM
08-06-20,81+,2,129,11/27/2020 02:15:01 PM
09-06-20,81+,0,129,11/27/2020 02:15:01 PM
10-06-20,81+,1,130,11/27/2020 02:15:01 PM
11-06-20,81+,0,130,11/27/2020 02:15:01 PM
12-06-20,81+,0,130,11/27/2020 02:15:01 PM
13-06-20,81+,0,130,11/27/2020 02:15:01 PM
14-06-20,81+,0,130,11/27/2020 02:15:01 PM
15-06-20,81+,0,130,11/27/2020 02:15:01 PM
16-06-20,81+,0,130,11/27/2020 02:15:01 PM
17-06-20,81+,0,130,11/27/2020 02:15:01 PM
18-06-20,81+,0,130,11/27/2020 02:15:01 PM
19-06-20,81+,2,132,11/27/2020 02:15:01 PM
20-06-20,81+,0,132,11/27/2020 02:15:01 PM
21-06-20,81+,0,132,11/27/2020 02:15:01 PM
22-06-20,81+,0,132,11/27/2020 02:15:01 PM
23-06-20,81+,0,132,11/27/2020 02:15:01 PM
24-06-20,81+,0,132,11/27/2020 02:15:01 PM
25-06-20,81+,2,134,11/27/2020 02:15:01 PM
26-06-20,81+,2,136,11/27/2020 02:15:01 PM
27-06-20,81+,0,136,11/27/2020 02:15:01 PM
28-06-20,81+,2,138,11/27/2020 02:15:01 PM
29-06-20,81+,1,139,11/27/2020 02:15:01 PM
30-06-20,81+,1,140,11/27/2020 02:15:01 PM
01-07-20,81+,1,141,11/27/2020 02:15:01 PM
02-07-20,81+,2,143,11/27/2020 02:15:01 PM
03-07-20,81+,0,143,11/27/2020 02:15:01 PM
04-07-20,81+,0,143,11/27/2020 02:15:01 PM
05-07-20,81+,3,146,11/27/2020 02:15:01 PM
06-07-20,81+,2,148,11/27/2020 02:15:01 PM
07-07-20,81+,1,149,11/27/2020 02:15:01 PM
08-07-20,81+,2,151,11/27/2020 02:15:01 PM
09-07-20,81+,1,152,11/27/2020 02:15:01 PM
10-07-20,81+,1,153,11/27/2020 02:15:01 PM
11-07-20,81+,1,154,11/27/2020 02:15:01 PM
12-07-20,81+,1,155,11/27/2020 02:15:01 PM
13-07-20,81+,2,157,11/27/2020 02:15:01 PM
14-07-20,81+,3,160,11/27/2020 02:15:01 PM
15-07-20,81+,1,161,11/27/2020 02:15:01 PM
16-07-20,81+,0,161,11/27/2020 02:15:01 PM
17-07-20,81+,2,163,11/27/2020 02:15:01 PM
18-07-20,81+,0,163,11/27/2020 02:15:01 PM
19-07-20,81+,0,163,11/27/2020 02:15:01 PM
20-07-20,81+,1,164,11/27/2020 02:15:01 PM
21-07-20,81+,2,166,11/27/2020 02:15:01 PM
22-07-20,81+,0,166,11/27/2020 02:15:01 PM
23-07-20,81+,2,168,11/27/2020 02:15:01 PM
24-07-20,81+,1,169,11/27/2020 02:15:01 PM
25-07-20,81+,1,170,11/27/2020 02:15:01 PM
26-07-20,81+,1,171,11/27/2020 02:15:01 PM
27-07-20,81+,0,171,11/27/2020 02:15:01 PM
28-07-20,81+,1,172,11/27/2020 02:15:01 PM
29-07-20,81+,6,178,11/27/2020 02:15:01 PM
30-07-20,81+,2,180,11/27/2020 02:15:01 PM
31-07-20,81+,3,183,11/27/2020 02:15:01 PM
01-08-20,81+,7,190,11/27/2020 02:15:01 PM
02-08-20,81+,1,191,11/27/2020 02:15:01 PM
03-08-20,81+,2,193,11/27/2020 02:15:01 PM
04-08-20,81+,3,196,11/27/2020 02:15:01 PM
05-08-20,81+,2,198,11/27/2020 02:15:01 PM
06-08-20,81+,4,202,11/27/2020 02:15:01 PM
07-08-20,81+,0,202,11/27/2020 02:15:01 PM
08-08-20,81+,0,202,11/27/2020 02:15:01 PM
09-08-20,81+,0,202,11/27/2020 02:15:01 PM
10-08-20,81+,4,206,11/27/2020 02:15:01 PM
11-08-20,81+,2,208,11/27/2020 02:15:01 PM
12-08-20,81+,1,209,11/27/2020 02:15:01 PM
13-08-20,81+,1,210,11/27/2020 02:15:01 PM
14-08-20,81+,4,214,11/27/2020 02:15:01 PM
15-08-20,81+,1,215,11/27/2020 02:15:01 PM
16-08-20,81+,0,215,11/27/2020 02:15:01 PM
17-08-20,81+,3,218,11/27/2020 02:15:01 PM
18-08-20,81+,1,219,11/27/2020 02:15:01 PM
19-08-20,81+,1,220,11/27/2020 02:15:01 PM
20-08-20,81+,1,221,11/27/2020 02:15:01 PM
21-08-20,81+,1,222,11/27/2020 02:15:01 PM
22-08-20,81+,0,222,11/27/2020 02:15:01 PM
23-08-20,81+,2,224,11/27/2020 02:15:01 PM
24-08-20,81+,3,227,11/27/2020 02:15:01 PM
25-08-20,81+,2,229,11/27/2020 02:15:01 PM
26-08-20,81+,2,231,11/27/2020 02:15:01 PM
27-08-20,81+,3,234,11/27/2020 02:15:01 PM
28-08-20,81+,2,236,11/27/2020 02:15:01 PM
29-08-20,81+,0,236,11/27/2020 02:15:01 PM
30-08-20,81+,0,236,11/27/2020 02:15:01 PM
31-08-20,81+,5,241,11/27/2020 02:15:01 PM
01-09-20,81+,1,242,11/27/2020 02:15:01 PM
02-09-20,81+,2,244,11/27/2020 02:15:01 PM
03-09-20,81+,6,250,11/27/2020 02:15:01 PM
04-09-20,81+,2,252,11/27/2020 02:15:01 PM
05-09-20,81+,1,253,11/27/2020 02:15:01 PM
06-09-20,81+,3,256,11/27/2020 02:15:01 PM
07-09-20,81+,11,267,11/27/2020 02:15:01 PM
08-09-20,81+,0,267,11/27/2020 02:15:01 PM
09-09-20,81+,5,272,11/27/2020 02:15:01 PM
10-09-20,81+,1,273,11/27/2020 02:15:01 PM
11-09-20,81+,7,280,11/27/2020 02:15:01 PM
12-09-20,81+,3,283,11/27/2020 02:15:01 PM
13-09-20,81+,0,283,11/27/2020 02:15:01 PM
14-09-20,81+,3,286,11/27/2020 02:15:01 PM
15-09-20,81+,9,295,11/27/2020 02:15:01 PM
16-09-20,81+,0,295,11/27/2020 02:15:01 PM
17-09-20,81+,1,296,11/27/2020 02:15:01 PM
18-09-20,81+,17,313,11/27/2020 02:15:01 PM
19-09-20,81+,4,317,11/27/2020 02:15:01 PM
20-09-20,81+,0,317,11/27/2020 02:15:01 PM
21-09-20,81+,0,317,11/27/2020 02:15:01 PM
22-09-20,81+,6,323,11/27/2020 02:15:01 PM
23-09-20,81+,4,327,11/27/2020 02:15:01 PM
24-09-20,81+,5,332,11/27/2020 02:15:01 PM
25-09-20,81+,2,334,11/27/2020 02:15:01 PM
26-09-20,81+,1,335,11/27/2020 02:15:01 PM
27-09-20,81+,0,335,11/27/2020 02:15:01 PM
28-09-20,81+,1,336,11/27/2020 02:15:01 PM
29-09-20,81+,0,336,11/27/2020 02:15:01 PM
30-09-20,81+,1,337,11/27/2020 02:15:01 PM
01-10-20,81+,2,339,11/27/2020 02:15:01 PM
02-10-20,81+,1,340,11/27/2020 02:15:01 PM
03-10-20,81+,0,340,11/27/2020 02:15:01 PM
04-10-20,81+,0,340,11/27/2020 02:15:01 PM
05-10-20,81+,0,340,11/27/2020 02:15:01 PM
06-10-20,81+,0,340,11/27/2020 02:15:01 PM
07-10-20,81+,0,340,11/27/2020 02:15:01 PM
08-10-20,81+,2,342,11/27/2020 02:15:01 PM
09-10-20,81+,0,342,11/27/2020 02:15:01 PM
10-10-20,81+,0,342,11/27/2020 02:15:01 PM
11-10-20,81+,0,342,11/27/2020 02:15:01 PM
12-10-20,81+,0,342,11/27/2020 02:15:01 PM
13-10-20,81+,1,343,11/27/2020 02:15:01 PM
14-10-20,81+,0,343,11/27/2020 02:15:01 PM
15-10-20,81+,1,344,11/27/2020 02:15:01 PM
16-10-20,81+,0,344,11/27/2020 02:15:01 PM
17-10-20,81+,2,346,11/27/2020 02:15:01 PM
18-10-20,81+,0,346,11/27/2020 02:15:01 PM
19-10-20,81+,0,346,11/27/2020 02:15:01 PM
20-10-20,81+,0,346,11/27/2020 02:15:01 PM
21-10-20,81+,0,346,11/27/2020 02:15:01 PM
22-10-20,81+,1,347,11/27/2020 02:15:01 PM
23-10-20,81+,0,347,11/27/2020 02:15:01 PM
24-10-20,81+,0,347,11/27/2020 02:15:01 PM
25-10-20,81+,0,347,11/27/2020 02:15:01 PM
26-10-20,81+,2,349,11/27/2020 02:15:01 PM
27-10-20,81+,0,349,11/27/2020 02:15:01 PM
28-10-20,81+,1,350,11/27/2020 02:15:01 PM
29-10-20,81+,0,350,11/27/2020 02:15:01 PM
30-10-20,81+,2,352,11/27/2020 02:15:01 PM
31-10-20,81+,1,353,11/27/2020 02:15:01 PM
01-11-20,81+,0,353,11/27/2020 02:15:01 PM
02-11-20,81+,3,356,11/27/2020 02:15:01 PM
03-11-20,81+,2,358,11/27/2020 02:15:01 PM
04-11-20,81+,3,361,11/27/2020 02:15:01 PM
05-11-20,81+,3,364,11/27/2020 02:15:01 PM
06-11-20,81+,7,371,11/27/2020 02:15:01 PM
07-11-20,81+,0,371,11/27/2020 02:15:01 PM
08-11-20,81+,0,371,11/27/2020 02:15:01 PM
09-11-20,81+,3,374,11/27/2020 02:15:01 PM
10-11-20,81+,2,376,11/27/2020 02:15:01 PM
11-11-20,81+,0,376,11/27/2020 02:15:01 PM
12-11-20,81+,0,376,11/27/2020 02:15:01 PM
13-11-20,81+,1,377,11/27/2020 02:15:01 PM
14-11-20,81+,0,377,11/27/2020 02:15:01 PM
15-11-20,81+,1,378,11/27/2020 02:15:01 PM
16-11-20,81+,3,381,11/27/2020 02:15:01 PM
17-11-20,81+,3,384,11/27/2020 02:15:01 PM
18-11-20,81+,3,387,11/27/2020 02:15:01 PM
19-11-20,81+,2,389,11/27/2020 02:15:01 PM
20-11-20,81+,2,391,11/27/2020 02:15:01 PM
21-11-20,81+,2,393,11/27/2020 02:15:01 PM
22-11-20,81+,3,396,11/27/2020 02:15:01 PM
23-11-20,81+,4,400,11/27/2020 02:15:01 PM
24-11-20,81+,3,403,11/27/2020 02:15:01 PM
25-11-20,81+,4,407,11/27/2020 02:15:01 PM
26-11-20,81+,0,407,11/27/2020 02:15:01 PM
04-04-20,under 18,1,5,11/27/2020 02:15:01 PM
05-04-20,under 18,0,5,11/27/2020 02:15:01 PM
06-04-20,under 18,2,7,11/27/2020 02:15:01 PM
07-04-20,under 18,6,13,11/27/2020 02:15:01 PM
08-04-20,under 18,1,14,11/27/2020 02:15:01 PM
09-04-20,under 18,2,16,11/27/2020 02:15:01 PM
10-04-20,under 18,1,17,11/27/2020 02:15:01 PM
11-04-20,under 18,1,18,11/27/2020 02:15:01 PM
12-04-20,under 18,0,18,11/27/2020 02:15:01 PM
13-04-20,under 18,3,21,11/27/2020 02:15:01 PM
14-04-20,under 18,0,21,11/27/2020 02:15:01 PM
15-04-20,under 18,0,21,11/27/2020 02:15:01 PM
16-04-20,under 18,1,22,11/27/2020 02:15:01 PM
17-04-20,under 18,0,22,11/27/2020 02:15:01 PM
18-04-20,under 18,2,24,11/27/2020 02:15:01 PM
19-04-20,under 18,0,24,11/27/2020 02:15:01 PM
20-04-20,under 18,2,26,11/27/2020 02:15:01 PM
21-04-20,under 18,2,28,11/27/2020 02:15:01 PM
22-04-20,under 18,4,32,11/27/2020 02:15:01 PM
23-04-20,under 18,1,33,11/27/2020 02:15:01 PM
24-04-20,under 18,2,35,11/27/2020 02:15:01 PM
25-04-20,under 18,5,40,11/27/2020 02:15:01 PM
26-04-20,under 18,2,42,11/27/2020 02:15:01 PM
27-04-20,under 18,3,45,11/27/2020 02:15:01 PM
28-04-20,under 18,7,52,11/27/2020 02:15:01 PM
29-04-20,under 18,3,55,11/27/2020 02:15:01 PM
30-04-20,under 18,3,58,11/27/2020 02:15:01 PM
01-05-20,under 18,3,61,11/27/2020 02:15:01 PM
02-05-20,under 18,6,67,11/27/2020 02:15:01 PM
03-05-20,under 18,2,69,11/27/2020 02:15:01 PM
04-05-20,under 18,6,75,11/27/2020 02:15:01 PM
05-05-20,under 18,0,75,11/27/2020 02:15:01 PM
06-05-20,under 18,2,77,11/27/2020 02:15:01 PM
07-05-20,under 18,4,81,11/27/2020 02:15:01 PM
08-05-20,under 18,6,87,11/27/2020 02:15:01 PM
09-05-20,under 18,0,87,11/27/2020 02:15:01 PM
10-05-20,under 18,0,87,11/27/2020 02:15:01 PM
11-05-20,under 18,3,90,11/27/2020 02:15:01 PM
12-05-20,under 18,3,93,11/27/2020 02:15:01 PM
13-05-20,under 18,1,94,11/27/2020 02:15:01 PM
14-05-20,under 18,7,101,11/27/2020 02:15:01 PM
15-05-20,under 18,5,106,11/27/2020 02:15:01 PM
16-05-20,under 18,0,106,11/27/2020 02:15:01 PM
17-05-20,under 18,1,107,11/27/2020 02:15:01 PM
18-05-20,under 18,8,115,11/27/2020 02:15:01 PM
19-05-20,under 18,7,122,11/27/2020 02:15:01 PM
20-05-20,under 18,8,130,11/27/2020 02:15:01 PM
21-05-20,under 18,5,135,11/27/2020 02:15:01 PM
22-05-20,under 18,5,140,11/27/2020 02:15:01 PM
23-05-20,under 18,3,143,11/27/2020 02:15:01 PM
24-05-20,under 18,0,143,11/27/2020 02:15:01 PM
25-05-20,under 18,0,143,11/27/2020 02:15:01 PM
26-05-20,under 18,11,154,11/27/2020 02:15:01 PM
27-05-20,under 18,8,162,11/27/2020 02:15:01 PM
28-05-20,under 18,4,166,11/27/2020 02:15:01 PM
29-05-20,under 18,3,169,11/27/2020 02:15:01 PM
30-05-20,under 18,2,171,11/27/2020 02:15:01 PM
31-05-20,under 18,2,173,11/27/2020 02:15:01 PM
01-06-20,under 18,2,175,11/27/2020 02:15:01 PM
02-06-20,under 18,9,184,11/27/2020 02:15:01 PM
03-06-20,under 18,1,185,11/27/2020 02:15:01 PM
04-06-20,under 18,2,187,11/27/2020 02:15:01 PM
05-06-20,under 18,3,190,11/27/2020 02:15:01 PM
06-06-20,under 18,3,193,11/27/2020 02:15:01 PM
07-06-20,under 18,2,195,11/27/2020 02:15:01 PM
08-06-20,under 18,5,200,11/27/2020 02:15:01 PM
09-06-20,under 18,4,204,11/27/2020 02:15:01 PM
10-06-20,under 18,1,205,11/27/2020 02:15:01 PM
11-06-20,under 18,1,206,11/27/2020 02:15:01 PM
12-06-20,under 18,2,208,11/27/2020 02:15:01 PM
13-06-20,under 18,1,209,11/27/2020 02:15:01 PM
14-06-20,under 18,1,210,11/27/2020 02:15:01 PM
15-06-20,under 18,10,220,11/27/2020 02:15:01 PM
16-06-20,under 18,10,230,11/27/2020 02:15:01 PM
17-06-20,under 18,11,241,11/27/2020 02:15:01 PM
18-06-20,under 18,2,243,11/27/2020 02:15:01 PM
19-06-20,under 18,5,248,11/27/2020 02:15:01 PM
20-06-20,under 18,4,252,11/27/2020 02:15:01 PM
21-06-20,under 18,3,255,11/27/2020 02:15:01 PM
22-06-20,under 18,11,266,11/27/2020 02:15:01 PM
23-06-20,under 18,16,282,11/27/2020 02:15:01 PM
24-06-20,under 18,9,291,11/27/2020 02:15:01 PM
25-06-20,under 18,5,296,11/27/2020 02:15:01 PM
26-06-20,under 18,7,303,11/27/2020 02:15:01 PM
27-06-20,under 18,6,309,11/27/2020 02:15:01 PM
28-06-20,under 18,7,316,11/27/2020 02:15:01 PM
29-06-20,under 18,3,319,11/27/2020 02:15:01 PM
30-06-20,under 18,17,336,11/27/2020 02:15:01 PM
